artist,album,MA_score
Spirit Adrift,Divided by Darkness,3.44
Anomalous,Ohmnivalent,3.43
Behexen,Nightside Emanations,3.43
Hermóðr,The Darkness of December,3.43
Infernal,The Infernal Return,3.43
Pro-Pain,The Truth Hurts,3.43
Warlock,Burning the Witches,3.43
Winterfylleth,The Mercian Sphere,3.43
Callenish Circle,My Passion // Your Pain,3.4299999999999997
Dark Moor,Ancestral Romance,3.4299999999999997
Ea,Ea,3.4299999999999997
Exumer,The Raging Tides,3.4299999999999997
Paragon,Law of the Blade,3.4299999999999997
Portrait,Burn the World,3.4299999999999997
Prosanctus Inferi,Sacreligious Desecration in Excelsis,3.4299999999999997
Striker,Road Warrior,3.4299999999999997
Tome of the Unreplenished,Innerstanding,3.4299999999999997
Wolfheart,Wolves of Karelia,3.4299999999999997
Acerbus,the.shape.of.noise.to.come,3.42
Anathema,The Crestfallen EP,3.42
Armored Saint,Raising Fear,3.42
Bestial Raids,Reversed Black Trinity,3.42
Black Wraith,Channeling the Unlight of the Moon,3.42
Blood Stain Child,Mozaíq,3.42
Gorerotted,Mutilated in Minutes,3.42
Infant Annihilator,The Battle of Yaldabaoth,3.42
Lizzy Borden,Master of Disguise,3.42
Manilla Road,The Courts of Chaos,3.42
Midnight Odyssey,Funerals from the Astral Sphere,3.42
Moonspell,The Butterfly Effect,3.42
Mortician,Chainsaw Dismemberment,3.42
Nachtmystium,Nachtmystium,3.42
Nocturnal,Arrival of the Carnivore,3.42
Obsession,Marshall Law,3.42
Ondskapt,Grimoire Ordo Devus,3.42
Psychotic Waltz,Mosquito,3.42
Sinbreed,Shadows,3.42
Soreption,Engineering the Void,3.42
Vrolok,Resurgence II: Where the Dying Meet the Dead,3.42
Thantifaxath,Void Masquerading as Matter,3.4199999999999995
Amorphis,My Kantele,3.41
Armoured Angel,Stigmartyr,3.41
Beneath the Massacre,Dystopia,3.41
Black Oath,Ov Qliphoth and Darkness,3.41
Blaze,Blood & Belief,3.41
Blut aus Nord,Odinist - The Destruction of Reason by Illumination,3.41
Dragonlord,Black Wings of Destiny,3.41
It Dies Today,The Caitiff Choir,3.41
Lizzy Borden,Menace to Society,3.41
Ministry,The Land of Rape and Honey,3.41
Motörhead,Kiss of Death,3.41
Plague,Portraits of Mind,3.41
Silent Scream,From the Darkest Depths of the Imagination,3.41
Spektr,Cypher,3.41
Triosphere,The Road Less Travelled,3.41
Vile,Depopulate,3.41
Believer,Dimensions,3.4099999999999997
Dark Empire,Humanity Dethroned,3.4099999999999997
Entombed,Serpent Saints - The Ten Amendments,3.4099999999999997
Iniquity,Grime,3.4099999999999997
Mephisto,Mephisto,3.4099999999999997
Nocturnal Rites,Grand Illusion,3.4099999999999997
Nocturnus,The Nocturnus Demos,3.4099999999999997
Orden Ogan,Gunmen,3.4099999999999997
Oscuro Mito,Mientras las nubes ciegan la luna...,3.4099999999999997
Voices,London,3.4099999999999997
Bongzilla,Amerijuanican,3.4000000000000004
Deathhammer,Chained to Hell,3.4000000000000004
Fifth Angel,Time Will Tell,3.4000000000000004
Gorgasm,Stabwound Intercourse,3.4000000000000004
Gutted,Bleed for Us to Live,3.4000000000000004
Holy Blood,Волны танцуют,3.4000000000000004
Mystic Prophecy,Ravenlord,3.4000000000000004
Nightwish,Eva,3.4000000000000004
Panopticon,Panopticon,3.4000000000000004
Psycroptic,Symbols of Failure,3.4000000000000004
Shining,X - Varg utan flock,3.4000000000000004
Six Feet Under,Commandment,3.4000000000000004
Vindicator,There Will Be Blood,3.4000000000000004
Allen - Lande,The Battle,3.4
Arcana Coelestia,Le Mirage de l'idéal,3.4
Cormorant,Dwellings,3.4
Countess,Heilig Vuur,3.4
Craft,Terror Propaganda (Second Black Metal Attack),3.4
Cytotoxin,Radiophobia,3.4
Dark Funeral,Dark Funeral,3.4
Dimmu Borgir,Interdimensional Summit,3.4
Evil,Evil's Message,3.4
Faith No More,We Care a Lot,3.4
Fuck I'm Dead,Bring On the Dead,3.4
Limbonic Art,Phantasmagoria,3.4
Metallica,One,3.4
Necromantia,Ancient Pride,3.4
Psychotic Waltz,The God-Shaped Void,3.4
Purgatory,Psychotic Dreams,3.4
Revocation,Great Is Our Sin,3.4
Slayer,Implode,3.4
Sunburst,Fragments of Creation,3.4
Tarot,Crows Fly Black,3.4
The Bronx Casket Co.,Sweet Home Transylvania,3.4
While Heaven Wept,Vast Oceans Lachrymose,3.4
Abattoir,Vicious Attack,3.39
Bus,Never Decide,3.39
Kayo Dot,Dowsing Anemone with Copper Tongue,3.39
King of Asgard,Fi'mbulvintr,3.39
Lacuna Coil,Black Anima,3.39
Lychgate,Lychgate,3.39
Manowar,King of Kings,3.39
Sculptured,The Spear of the Lily Is Aureoled,3.39
Theory in Practice,Colonizing the Sun,3.39
Tombs,Savage Gold,3.39
Utumno,Across the Horizon,3.39
Aborted,Coronary Reconstruction,3.3899999999999997
Ark,Burn the Sun,3.3899999999999997
Avsky,Malignant,3.3899999999999997
Dornenreich,Her von welken Nächten,3.3899999999999997
Epica,The Solace System,3.3899999999999997
Fleshcrawl,Impurity,3.3899999999999997
Iron Fire,Blade of Triumph,3.3899999999999997
Old,Down with the Nails,3.3899999999999997
Psycroptic,As the Kingdom Drowns,3.3899999999999997
Sarcófago,Rotting,3.3899999999999997
Solefald,Black for Death: An Icelandic Odyssey Part II,3.3899999999999997
Wildernessking,Mystical Future,3.3800000000000003
...and Oceans,"The Symmetry of I, the Circle of O",3.38
Affliction Gate,Dying Alone,3.38
Ancient Rites,Dim Carcosa,3.38
Anubis Gate,Purification,3.38
Believer,Gabriel,3.38
Corrosive Carcass,Composition of Flesh,3.38
Demontage,The Principal Extinction,3.38
Dissolution,Plague of Violence,3.38
Gatekeeper,East of Sun,3.38
Gehenna,Adimiron Black,3.38
Iron Maiden,Running Free,3.38
Jute Gyte,Discontinuities,3.38
Lȧȧz Rockit,Know Your Enemy,3.38
Mithras,Behind the Shadows Lie Madness,3.38
Nifelheim,Envoy of Lucifer,3.38
Revocation,Deathless,3.38
Vomitory,Carnage Euphoria,3.38
W.A.S.P.,L.O.V.E. Machine,3.38
X Japan,Jade,3.38
Xenomorph,Empyreal Regimes,3.38
Yngwie Malmsteen,Perpetual Flame,3.38
Ярость Маркса,We the People,3.38
3 Inches of Blood,Long Live Heavy Metal,3.37
Accu§er,Who Dominates Who?,3.37
After Forever,Remagine,3.37
AlNamrood,Kitab Al Awthan,3.37
Anata,Dreams of Death and Dismay,3.37
Astriaal,Renascent Misanthropy,3.37
Battleheart,Battleheart,3.37
Blaze Bayley,Endure and Survive (Infinite Entanglement Part II),3.37
Blood Red Throne,Come Death,3.37
Denouncement Pyre,Almighty Arcanum,3.37
Devin Townsend Project,Transcendence,3.37
Dødheimsgard,Kronet til konge,3.37
Dream Death,Somnium Excessum,3.37
Ethereal Shroud,They Became the Falling Ash,3.37
Funebrarum,Beneath the Columns of Abandoned Gods,3.37
God Forbid,Earthsblood,3.37
Godflesh,Hymns,3.37
Graven,Perished and Forgotten,3.37
Haggard,And Thou Shalt Trust... the Seer,3.37
Mitochondrion,Antinumerology,3.37
Mortician,Mortal Massacre,3.37
Mötley Crüe,Mötley Crüe,3.37
Myrath,Hope,3.37
Nachtvorst,Stills,3.37
Neuraxis,Asylon,3.37
Nuclear Blast Allstars,Into the Light,3.37
Pact,The Dragon Lineage of Satan,3.37
Racer X,Street Lethal,3.37
Risk,The Reborn,3.37
Rotten Sound,Cycles,3.37
Tank,This Means War,3.37
The County Medical Examiners,Olidous Operettas,3.37
Vanum,Ageless Fire,3.37
Acid Reign,Obnoxious,3.3699999999999997
Helstar,The King of Hell,3.3699999999999997
Portal,Seepia,3.3699999999999997
Queensrÿche,Q2K,3.3699999999999997
Weirding,Each Birth Is a New Disaster,3.3699999999999997
Blaspherian,Infernal Warriors of Death,3.3600000000000003
Ex Deo,Caligvla,3.3600000000000003
Grand Magus,The Hunt,3.3600000000000003
Mercyful Fate,Into the Unknown,3.3600000000000003
Mesarthim,.- -... ... . -. -.-. .,3.3600000000000003
Ministry,ΚΕΦΑΛΗΞΘ,3.3600000000000003
Nasheim,Evighet / Undergång,3.3600000000000003
Nephasth,Immortal Unholy Triumph,3.3600000000000003
Paladin,Ascension,3.3600000000000003
Solefald,Neonism,3.3600000000000003
Sombres Forêts,Royaume de glace,3.3600000000000003
The Gathering,Almost a Dance,3.3600000000000003
Advent of Bedlam,Flesh over God,3.36
Beheaded,Recounts of Disembodiment,3.36
Haunt,Luminous Eyes,3.36
Indian,From All Purity,3.36
Orchid,Capricorn,3.36
Tokyo Blade,Night of the Blade,3.36
Visigoth,Bells of Awakening,3.36
Warlock,Triumph and Agony,3.36
Bethlehem,Profane Fetmilch lenzt elf krank,3.35
Coffins,Mortuary in Darkness,3.35
Destructor,Decibel Casualties,3.35
Galderia,"Rise, Legions of Free Men",3.35
HateSphere,Bloodred Hatred,3.35
Omnivore,Omnivore,3.35
Running Wild,The Rivalry,3.35
Slechtvalk,A Forlorn Throne,3.35
Torture Killer,Swarm!,3.35
Vehemence,Forward Without Motion,3.35
Vulvagun,Cold Moon over Babylon,3.35
Wormrot,Abuse,3.35
Yngwie Malmsteen,Odyssey,3.35
Dismantle,Satanic Force,3.3499999999999996
Iced Earth,Enter the Realm,3.3499999999999996
Iced Earth,The Crucible of Man - Something Wicked Part 2,3.3499999999999996
Irreversible Mechanism,Infinite Fields,3.3499999999999996
Sacred Steel,Heavy Metal Sacrifice,3.3499999999999996
Striker,Eyes in the Night,3.3499999999999996
Type O Negative,After Dark,3.3499999999999996
Isengard,Vinterskugge,3.3400000000000003
Armored Saint,March of the Saint,3.34
Destruktor,Nailed,3.34
Exumer,Hostile Defiance,3.34
Goatwhore,Vengeful Ascension,3.34
Gwar,America Must Be Destroyed,3.34
Helloween,High Live,3.34
Machinae Supremacy,Redeemer,3.34
Necro Schizma,Erupted Evil,3.34
Primal Fear,Black Sun,3.34
Red Harvest,A Greater Darkness,3.34
Running Wild,Ready for Boarding,3.34
Sacrilege B.C.,Party with God,3.34
The Great Kat,Worship Me or Die!,3.34
Vectom,Rules of Mystery,3.34
Vlad Tepes,Morte Lune,3.34
دمار,Triumph Through Spears of Sacrilege,3.34
Arkheth,12 Winter Moons Comes the Witches Brew,3.33
De Profundis,The Emptiness Within,3.33
Devious,Vision,3.33
Edenbridge,Arcana,3.33
Fates Warning,Disconnected,3.33
Fortress,Fortress,3.33
Funebre,Children of the Scorn,3.33
Ghost Brigade,Isolation Songs,3.33
Hear 'n Aid,Stars,3.33
Huntress,Spell Eater,3.33
Imperator,The Time Before Time,3.33
Inquisition,Nefarious Dismal Orations,3.33
Jon Oliva's Pain,Maniacal Renderings,3.33
Krabathor,Lies,3.33
Krallice,Diotima,3.33
Legion of Doom,God Is Dead,3.33
Leprous,Malina,3.33
Lich King,Born of the Bomb,3.33
Marduk,Infernal Eternal,3.33
Necrophobic,Bloodhymns,3.33
Nehëmah,Light of a Dead Star,3.33
Ride the Sky,New Protection,3.33
Satan's Host,Metal from Hell,3.33
Shaman,Idja,3.33
Waning,The Human Condition,3.33
Crimfall,As the Path Unfolds...,3.3299999999999996
Iron Reagan,Crossover Ministry,3.3299999999999996
Tourniquet,Microscopic View of a Telescopic Realm,3.3299999999999996
Drug Honkey,Cloak of Skies,3.3200000000000003
Execration,Odes of the Occult,3.3200000000000003
Horna,Kohti yhdeksän nousua,3.3200000000000003
L'Acéphale,Malefeasance,3.3200000000000003
Mysticum,Planet Satan,3.3200000000000003
Sadhak,Sadhak,3.3200000000000003
Sanguisugabogg,Pornographic Seizures,3.3200000000000003
Savage Grace,After the Fall from Grace,3.3200000000000003
Stratovarius,Intermission,3.3200000000000003
The Ocean,Anthropocentric,3.3200000000000003
Altar,In the Name of the Father,3.32
Azrael,Into Shadows Act II: Through Horned Shadows Glimpse,3.32
Castevet,Mounds of Ash,3.32
Devin Townsend Project,Z²,3.32
Godless Rising,Trumpet of Triumph,3.32
Hooded Menace,Never Cross the Dead,3.32
Incubus,Incubus,3.32
Jeff Loomis,Plains of Oblivion,3.32
Morgoth,Odium,3.32
Myrath,Desert Call,3.32
Oxygen Destroyer,Bestial Manifestations of Malevolence and Death,3.32
Re-Animator,Condemned to Eternity,3.32
The Wizard of Doom,An Odyssey in the Dark,3.32
Christopher Lee,Charlemagne: The Omens of Death,3.3100000000000005
Acid Witch,Midnight Movies,3.31
Acrophet,Faded Glory,3.31
Aggression,The Full Treatment,3.31
Believer,Extraction from Mortality,3.31
Besieged,Victims Beyond All Help,3.31
Chastain,Ruler of the Wasteland,3.31
Fuath,I,3.31
Giant Squid,Metridium Fields,3.31
Imperanon,Stained,3.31
Killers,Murder One,3.31
King Witch,Under the Mountain,3.31
Kreator,Out of the Dark... into the Light,3.31
Madder Mortem,Desiderata,3.31
Mortician,Zombie Apocalypse,3.31
Novembers Doom,To Welcome the Fade,3.31
Rush,Roll the Bones,3.31
Seraphim,平等精靈,3.31
Vampire,Vampire,3.31
Wolf,Feeding the Machine,3.31
Behemoth,Ezkaton,3.3099999999999996
Meathook Seed,Embedded,3.3099999999999996
Psychopathic Terror,230204,3.3099999999999996
Star One,Space Metal,3.3099999999999996
Austrian Death Machine,Double Brutal,3.3000000000000003
Bitch,Damnation Alley,3.3000000000000003
Attacker,Battle at Helm's Deep,3.3
Aureole,Alunar,3.3
Deranged,Plainfield Cemetery,3.3
Dew-Scented,Inwards,3.3
Echoes of Eternity,As Shadows Burn,3.3
Exciter,Long Live the Loud,3.3
Gorgoroth,Black Mass Kraków 2004,3.3
Hallows Eve,Monument,3.3
I.N.C.,The Visitor,3.3
Macabre,Grim Reality,3.3
Madder Mortem,Eight Ways,3.3
Midvinter,At the Sight of the Apocalypse Dragon,3.3
Morgoth,Cursed,3.3
Mystic Forest,Romances,3.3
Nekrasov,The Form of Thought from Beast,3.3
Neuromist,Move of Thought,3.3
Nirvana 2002,Recordings 89-91,3.3
Pensées Nocturnes,Grotesque,3.3
Sentinel Beast,Depths of Death,3.3
Slaughter Lord,Thrash 'til Death 86-87,3.3
Sleep,Jerusalem,3.3
Spell,The Full Moon Sessions,3.3
Sunn O))) / Ulver,Terrestrials,3.3
Svarttjern,Misanthropic Path of Madness,3.3
The Great Old Ones,Tekeli-li,3.3
The Haunted,One Kill Wonder,3.3
The Mist and the Morning Dew,Demo,3.3
Unanimated,Ancient God of Evil,3.3
Vreid,Welcome Farewell,3.3
Witchery,Don't Fear the Reaper,3.3
Zimmers Hole,When You Were Shouting at the Devil...We Were in League with Satan,3.3
Apocalyptica,Plays Metallica by Four Cellos,3.29
Bathory,Octagon,3.29
Black Cilice,Banished from Time,3.29
Bruce Dickinson,Balls to Picasso,3.29
Cianide,Unhumanized,3.29
Eidolon,The Parallel Otherworld,3.29
Enthroned,The Apocalypse Manifesto,3.29
Fantômas,Fantômas,3.29
Gehenna,Seen Through the Veils of Darkness (The Second Spell),3.29
Iron Maiden,Best of the Beast,3.29
Jex Thoth,Blood Moon Rise,3.29
Krieg,Blue Miasma,3.29
Lord Wind,Forgotten Songs,3.29
Malevolent Creation,In Cold Blood,3.29
Mastodon,Call of the Mastodon,3.29
Nasty Savage,Indulgence,3.29
Neaera,Armamentarium,3.29
Nokturnal Mortum,The Taste of Victory,3.29
Pessimist,Slaughtering the Faithful,3.29
Riot V,Nightbreaker,3.29
Satanic Warmaster,Fimbulwinter,3.29
Saxon,Metalhead,3.29
Sceptic,Unbeliever's Script,3.29
Soulreaper,Written in Blood,3.29
Ultra-Violence,Operation Misdirection,3.29
Unleashed,Dawn of the Nine,3.29
While Heaven Wept,Fear of Infinity,3.29
Zaum,Oracles,3.29
Demilich,The Four Instructive Tales ...of Decomposition,3.2899999999999996
Aggression,MoshPirit,3.2800000000000002
Amon,Liar in Wait,3.2800000000000002
Astharoth,Gloomy Experiments,3.2800000000000002
Beherit,Dawn of Satan's Millennium,3.2800000000000002
Black Boned Angel,Bliss and Void Inseparable,3.2800000000000002
Hammers of Misfortune,Fields / Church of Broken Glass,3.2800000000000002
Iced Earth,Dante's Inferno 2011,3.2800000000000002
Marshall Law,Razorhead,3.2800000000000002
Mercyful Fate,Dead Again,3.2800000000000002
Mors Principium Est,...and Death Said Live,3.2800000000000002
Rage,Ghosts,3.2800000000000002
Satan's Satyrs,Wild Beyond Belief!,3.2800000000000002
Siculicidium,Utolsó vágta az Univerzumban,3.2800000000000002
Sigh,Heir to Despair,3.2800000000000002
Beherit,Electric Doom Synthesis,3.28
ColdWorld,Autumn,3.28
Eidolon,Coma Nation,3.28
Ghost,Popestar,3.28
Gorgasm,Bleeding Profusely,3.28
Leviathan,Legions of the Undead,3.28
Lifeless,Godconstruct,3.28
Ozzy Osbourne,Ozzmosis,3.28
Portrait,Crossroads,3.28
Ranger,Where Evil Dwells,3.28
Slough Feg,Ape Uprising!,3.28
The Dead,Ritual Executions,3.28
Grave Digger,25 to Live,3.2799999999999994
Aborted,Termination Redux,3.27
At Vance,Ride the Sky,3.27
Celestiial,Desolate North,3.27
Children of Technology,It's Time to Face the Doomsday,3.27
Cultes des Ghoules,Häxan,3.27
Demonoid,Riders of the Apocalypse,3.27
Deströyer 666,To the Devil His Due,3.27
Divine Heresy,Bleed the Fifth,3.27
Excel,Split Image,3.27
Hour of 13,The Ritualist,3.27
Jute Gyte,Young Eagle,3.27
Legion of Doom,For Those of the Blood,3.27
Mephorash,1557 - Rites of Nullification,3.27
Pestilential Shadows,Depths,3.27
Satyricon,Deep Calleth upon Deep,3.27
Serpent Warning,Serpent Warning,3.27
Zemial,For the Glory of UR,3.27
Burning Point,The Ignitor,3.2699999999999996
Desiderium,An Image of Solitude,3.2600000000000002
Lugubrum,De vette cuecken,3.2600000000000002
Malignancy,Eugenics,3.2600000000000002
Obscura,Retribution,3.2600000000000002
Order of Ennead,Order of Ennead,3.2600000000000002
Saor,Forgotten Paths,3.2600000000000002
Armageddon,Three,3.26
Armory,The Dawn of Enlightenment,3.26
Bulldozer,Unexpected Fate,3.26
Cerebral Fix,Tower of Spite,3.26
Edge of Sanity,Infernal,3.26
Endless Dismal Moan,Lord of Nightmare,3.26
Goatmoon,Finnish Steel Storm,3.26
Krallice,Dimensional Bleedthrough,3.26
Messiah,Hymn to Abramelin,3.26
Moonspell,1755,3.26
Scour,Grey,3.26
Skeletonwitch,At One with the Shadows,3.26
Underoath,Ø (Disambiguation),3.26
Vinterriket,Horizontmelancholie,3.26
Zyklon,Aeon,3.26
Aarni,Bathos,3.25
Anathema,Hindsight,3.25
Balflare,Downpour,3.25
Caïna,Some People Fall,3.25
Cyclone,Brutal Destruction,3.25
Dynfari,Vegferð tímans,3.25
Gama Bomb,Speed Between the Lines,3.25
Hate,Auric Gates of Veles,3.25
Kampfar,Ofidians manifest,3.25
Lacrimas Profundere,The Grandiose Nowhere,3.25
Manilla Road,Metal,3.25
Manowar,Die with Honor,3.25
Rotten Sound,Cursed,3.25
The Funeral Pyre,Wounds,3.25
Warlord,The Holy Empire,3.25
Weedeater,God Luck and Good Speed,3.25
Yngwie J. Malmsteen,Marching Out,3.25
A Storm of Light,And We Wept the Black Ocean Within,3.24
Ancient,Night Visit,3.24
Blut aus Nord,Deus Salutis Meæ,3.24
Brutally Deceased,Dead Lovers' Guide,3.24
Destructor,Maximum Destruction,3.24
Edguy,Savage Poetry,3.24
Grave Digger,The Living Dead,3.24
Grinder,Dead End,3.24
Inferi,The End of an Era,3.24
Mantas,Winds of Change,3.24
Moonblood,Moonblood,3.24
Proclamation,Advent of the Black Omen,3.24
Tankard,Disco Destroyer,3.24
Whore of Bethlehem,Upon Judas' Throne,3.24
Коррозия Металла,Russian Vodka,3.24
Edenbridge,The Great Momentum,3.2399999999999998
Edguy,Age of the Joker,3.2399999999999998
Freedom Call,M.E.T.A.L.,3.2399999999999998
Imagika,And So It Burns,3.2399999999999998
Iron Kingdom,Gates of Eternity,3.2399999999999998
Nadja / Pyramids,Pyramids with Nadja,3.2399999999999998
Overkill,Overkill,3.2399999999999998
Paysage d'Hiver,Schattengang,3.2399999999999998
Skyforger,Senprūsija,3.2399999999999998
Tuliterä,Tulikaste,3.2399999999999998
Catamenia,Eskhata,3.2300000000000004
Evergrey,In Search of Truth,3.2300000000000004
Kataklysm,Serenity in Fire,3.2300000000000004
Living Death,Metal Revolution,3.2300000000000004
Anthrax,The Devil You Know,3.23
Artificial Brain,Labyrinth Constellation,3.23
Black Fate,Commander of Fate,3.23
Carpathian Forest,We're Going to Hollywood for This - Live Perversions,3.23
Darkane,Demonic Art,3.23
Gortuary,Manic Thoughts of Perverse Mutilation,3.23
Grave Digger,Witch Hunter,3.23
Katana,Storms of War,3.23
Kawir,Ισόθεος,3.23
Old Man's Child,Vermin,3.23
Old Wainds,Здесь никогда не сходят снега,3.23
Razor of Occam,Homage to Martyrs,3.23
Sarastus,II - Toinen tuleminen,3.23
Saxon,Battering Ram,3.23
Septicflesh,A Fallen Temple,3.23
Sweet Oblivion,Sweet Oblivion,3.23
Triskèle,...les murmures de la forêt...,3.23
Unexpect,Utopia,3.23
Vision Divine,Stream of Consciousness,3.23
Deafheaven,Ordinary Corrupt Human Love,3.2299999999999995
Aurora Forrest,Requiem for the Living,3.22
Blood Dancer,Blood Dancer,3.22
Nausea,Condemned to the System,3.22
Neige et Noirceur,Hymnes de la montagne noire,3.22
Seventh Void,Heaven Is Gone,3.22
The Grotesquery,Tales of the Coffin Born,3.22
1000 Funerals,Butterfly Decadence,3.2199999999999998
Avulsed,Yearning for the Grotesque,3.2199999999999998
Beyond Fear,Beyond Fear,3.2199999999999998
Brutal Truth,Extreme Conditions Demand Extreme Responses,3.2199999999999998
Brutal Truth,Sounds of the Animal Kingdom,3.2199999999999998
Farmakon,A Warm Glimpse,3.2199999999999998
Fleshgrind,Murder Without End,3.2199999999999998
Hate,Erebos,3.2199999999999998
Ihsahn,Eremita,3.2199999999999998
Metallica,Cunning Stunts,3.2199999999999998
MyGrain,Signs of Existence,3.2199999999999998
Prong,Rude Awakening,3.2199999999999998
Unexpect,"_we, Invaders",3.2199999999999998
Vader,Black to the Blind,3.2199999999999998
Annihilator,Feast,3.21
Azathoth,Azathoth,3.21
Corpse Garden,Burnt by the Light,3.21
Corrosion of Conformity,Animosity,3.21
Coven 6669,Death Walks Behind You,3.21
Détente,Recognize No Authority,3.21
Devouring Star,Through Lung and Heart,3.21
Equilibrium,Erdentempel,3.21
God Dethroned,The Lair of the White Worm,3.21
Highland Glory,From the Cradle to the Brave,3.21
Immortal Souls,Ice upon the Night,3.21
Lich King,World Gone Dead,3.21
Neige et Noirceur,Gouffre onirique et abîmes cosmiques,3.21
Solefald,In Harmonia Universali,3.21
Urgehal,Massive Terrestrial Strike,3.21
Victorius,The Awakening,3.21
Visceral Disgorge,Ingesting Putridity,3.21
Accept,Death Row,3.2
Anacrusis,Reason,3.2
Anubis Gate,Horizons,3.2
Barbatos,Rocking Metal Motherfucker,3.2
Dawnbringer,Into the Lair of the Sun God,3.2
Devathorn,Vritra,3.2
Dimension F3H,Reaping the World Winds,3.2
Hitten,Twist of Fate,3.2
Infinitum Obscure,Sub Atris Caelis,3.2
Jag Panzer,Chain of Command,3.2
Mental Home,Vale,3.2
Nervecell,Preaching Venom,3.2
Nightmare,The Burden of God,3.2
Pagan's Mind,Heavenly Ecstasy,3.2
Supuration,CU3E,3.2
Woe,"Quietly, Undramatically",3.2
Cicadan,Mother,3.1999999999999997
Einherjer,Dragons of the North,3.1999999999999997
Eternal Tears of Sorrow,Before the Bleeding Sun,3.1999999999999997
Primitive Graven Image,Traversing the Awesome Night,3.1999999999999997
Rivers of Nihil,The Conscious Seed of Light,3.1999999999999997
Vicious Rumors,Word of Mouth,3.1999999999999997
1000 Funerals,Portrait of a Dream,3.1900000000000004
Godflesh,Selfless,3.1900000000000004
Massacre,The Second Coming,3.1900000000000004
Alarum,Eventuality…,3.19
Anaal Nathrakh,Endarkenment,3.19
Brutality,Sea of Ignorance,3.19
Electric Wizard,Chrono.naut,3.19
Fuck the Facts,Stigmata High-Five,3.19
Iron Savior,Battering Ram,3.19
Quiet Riot,Condition Critical,3.19
Rotting Kingdom,A Deeper Shade of Sorrow,3.19
Shadow of Intent,Melancholy,3.19
Slayer,War at the Warfield,3.19
Slo Burn,Amusing the Amazing,3.19
Uada,Cult of a Dying Sun,3.19
Vacant Throne,Fall of the Feathered King,3.19
Voivod,Voivod,3.19
Deep Purple,The Book of Taliesyn,3.1899999999999995
Falchion,Legacy of Heathens,3.1899999999999995
Novembre,Dreams d'Azur,3.1899999999999995
Belphegor,Walpurgis Rites - Hexenwahn,3.18
Bloodbound,Rise of the Dragon Empire,3.18
Cacophony,Go Off!,3.18
Earth,Hibernaculum,3.18
High Priest of Saturn,High Priest of Saturn,3.18
Jig-Ai,Katana Orgy,3.18
Mythic,Mourning in the Winter Solstice,3.18
Olympos Mons,Medievil,3.18
Overkill,Wrecking Everything - Live,3.18
Primal Fear,Rulebreaker,3.18
Razor,Armed and Dangerous,3.18
Suicidal Tendencies,How Will I Laugh Tomorrow When I Can't Even Smile Today,3.18
Symphony X,Live on the Edge of Forever,3.18
Crafteon,Cosmic Reawakening,3.1799999999999997
Decameron,My Shadow...,3.1799999999999997
Ereb Altor,Fire Meets Ice,3.1799999999999997
Meliah Rage,Solitary Solitude,3.1799999999999997
Nokturnal Mortum,Істина,3.1799999999999997
Profanatica,Disgusting Blasphemies Against God,3.1799999999999997
Sons of Seasons,Magnisphyricon,3.1799999999999997
Squealer,The Prophecy,3.1799999999999997
Thousand Year War,Tyrants and Men,3.1799999999999997
Vagézaryavtre,Tsaévarya Vagézaryavtre,3.1799999999999997
Van Canto,A Storm to Come,3.1799999999999997
Motörhead,On Parole,3.1700000000000004
Saturnus,Saturn in Ascension,3.1700000000000004
Comatose Vigil,Narcosis,3.17
Dark Moor,Beyond the Sea,3.17
Evile,Skull,3.17
Formloff,Spyhorelandet,3.17
Gygax,2nd Edition,3.17
Hate Eternal,Upon Desolate Sands,3.17
Helloween / Hellhammer / Running Wild / Dark Avenger,Death Metal,3.17
Morgul,All Dead Here...,3.17
Obliveon,Cybervoid,3.17
Red Fang,Murder the Mountains,3.17
Rigor Mortis,Rigor Mortis vs. the Earth,3.17
Scorpions,Face the Heat,3.17
Seance,Awakening of the Gods,3.17
Barren Earth,The Devil's Resolve,3.1699999999999995
Before the Dawn,Rise of the Phoenix,3.16
Blaze Bayley,The Redemption of William Black (Infinite Entanglement Part III),3.16
Bongripper,The Great Barrier Reefer,3.16
Chimaira,Crown of Phantoms,3.16
Frosttide,Blood Oath,3.16
Grave,Dominion VIII,3.16
Halloween,L.A.D.Y.,3.16
Holodomor,Témoignages de la Gnose Terrestre,3.16
Malevolent Creation,The Fine Art of Murder,3.16
Marty Friedman,Scenes,3.16
Profanatica,Sickened by Holy Host,3.16
Rhapsody of Fire,The Cold Embrace of Fear: A Dark Romantic Symphony,3.16
Riverside,Second Life Syndrome,3.16
Voices,From the Human Forest Create a Fugue of Imaginary Rain,3.16
Winterfylleth,The Reckoning Dawn,3.16
Witchfynde,Give 'em Hell,3.16
Istapp,Blekinge,3.1599999999999997
Sacrifice,Apocalypse Inside,3.1599999999999997
Abscess,Horrorhammer,3.1500000000000004
Belphegor,Totenritual,3.1500000000000004
Create a Kill,Summoned to Rise,3.1500000000000004
Falconer,Grime vs. Grandeur,3.1500000000000004
Fatalist,The Depths of Inhumanity,3.1500000000000004
Jesu,Lifeline,3.1500000000000004
Keep of Kalessin,Epistemology,3.1500000000000004
Lion's Share,Dark Hours,3.1500000000000004
Masterplan,Novum Initium,3.1500000000000004
Meshuggah,Pitch Black,3.1500000000000004
Satan's Wrath,Galloping Blasphemy,3.1500000000000004
Sebastian Bach,Angel Down,3.1500000000000004
